V1,V2,id
-1.53404405545179,13.4672580375498,sample_1
12.7238228501706,17.3647949848553,sample_2
-1.82582454861663,8.81018241865667,sample_3
-3.33137872721505,14.6163477691913,sample_4
27.5480133427518,9.16155605332342,sample_5
-44.9663992095912,5.6818966635515,sample_6
-4.53240528975796,34.147878242192,sample_7
-39.5942997797722,-2.55705715259814,sample_8
14.6084773099604,2.51528119431067,sample_9
20.7318441500702,-4.30402482275735,sample_10
-12.3803056951938,-15.1785998026184,sample_11
-47.5983757238487,13.9285662708216,sample_12
-45.5915168479745,13.3617448516396,sample_13
25.7423002319094,-10.6774064808205,sample_14
6.86285536700945,4.42085823526001,sample_15
28.2081545123201,4.33825205003031,sample_16
-12.9900029506867,33.5376111835577,sample_17
25.5957977242384,10.3458287180461,sample_18
-12.0356061066637,-16.5261898233621,sample_19
21.7200520687942,5.65269879209825,sample_20
-36.6589522969579,-3.58652563676473,sample_21
-9.3045700231437,-0.539815719590416,sample_22
4.31252237802147,-24.5903144545764,sample_23
-8.88138382510044,31.5411528009585,sample_24
27.7714329649606,-3.23152042011527,sample_25
2.42804974507853,40.4323204656679,sample_26
-9.74768622350197,28.9379934388078,sample_27
-3.6166288287231,-2.87573329070331,sample_28
-3.82100268907551,-33.1733424110921,sample_29
-0.153226710484615,-9.46764999852234,sample_30
18.219143285278,-20.8418778590105,sample_31
20.9783543314874,9.18929976237593,sample_32
15.2748014782693,7.87169919017783,sample_33
7.85258065478589,33.6803810718847,sample_34
-32.9790708908468,9.80742805066511,sample_35
-43.5373901303887,10.117248574726,sample_36
31.7459234521838,-7.0729322482172,sample_37
-8.36478514512309,-19.9794612795536,sample_38
-16.7240981535839,-16.3485276855665,sample_39
-12.7607814349966,34.0272794727462,sample_40
-1.71088228036289,37.2194003410268,sample_41
33.8022227651503,6.38614562685092,sample_42
-5.95180760336661,36.5835445517066,sample_43
29.9054722054648,8.38136710538729,sample_44
-27.2681670473971,-26.8300990576824,sample_45
37.3354106555376,-6.14008803751628,sample_46
-8.4082879477278,-9.5704316799852,sample_47
-18.2993927888328,-20.8494593352006,sample_48
10.9157058852109,28.8164487664413,sample_49
-41.8534003593145,14.4021611862711,sample_50
-3.82247603080557,22.9442704911105,sample_51
-21.2260428090259,-35.4045867443799,sample_52
-24.2425544764136,-10.9198143958791,sample_53
-14.2416260217617,-28.7233619291993,sample_54
-14.2872939778251,-29.9495537082012,sample_55
-8.14929010081638,-26.0510065027738,sample_56
-16.0772309593167,-25.0280284613215,sample_57
-16.4997035904843,-7.69487504265119,sample_58
-18.5644273900173,-30.0885661375538,sample_59
40.065906497448,-5.90185824096956,sample_60
-23.5276991241276,-11.8092805646991,sample_61
-9.16378930728995,-16.3831559862011,sample_62
-10.8642484384732,-13.2260237156465,sample_63
-43.5618799842505,13.6243337901467,sample_64
-15.7364544858011,-17.077336744014,sample_65
-6.47366103690999,-22.226395122348,sample_66
29.2349643704195,9.07110439721666,sample_67
-35.6908944363022,-1.26614425235263,sample_68
-4.27990617074388,-21.7369102104691,sample_69
19.8843607429017,-21.2191806959498,sample_70
-13.9288735187145,16.7046345703109,sample_71
-24.2743374152518,-13.1343270676084,sample_72
7.05703649915984,34.1062742402914,sample_73
-21.2015471688097,-23.442563672693,sample_74
25.0202772047852,-1.01661539414407,sample_75
-5.47149809067147,19.2061145572091,sample_76
-11.4027085605724,19.6220435870064,sample_77
27.7433935843562,-19.1331332546086,sample_78
-14.0726420432897,-9.15856443700969,sample_79
-19.9033676565747,-6.0776850541834,sample_80
36.2019579771798,-9.5638828224342,sample_81
-6.28415606875787,-11.860305501202,sample_82
5.02474299585647,14.2393498891909,sample_83
-3.18324583696417,-22.2662498756799,sample_84
25.3860933260461,-11.0818849870031,sample_85
40.1770879911361,-15.861628528818,sample_86
-7.57268796387135,-20.6212278746375,sample_87
16.8766396971621,-21.4669256120704,sample_88
-4.92370884821351,29.7979762769736,sample_89
-9.02257189027898,20.1429656850762,sample_90
-13.8986353313448,21.4042852024073,sample_91
-36.6962178943679,-1.01315073740918,sample_92
-13.2007183732747,-17.8018165016271,sample_93
-21.4425033215228,-18.5047465617096,sample_94
-6.74892313846398,22.7148365842207,sample_95
